"","name","zipcode","id","lat","lng","membership200","membership300","membership500"
"2499","45 & Crosstimbers",77022,2499,29.8306,-95.3768,18,4,3
"2500","45 & Wayside",77023,2500,29.7216,-95.31827,18,4,3
"2501","45 & West Road",77037,2501,29.8918,-95.39438,18,4,3
"2502","45 & Woodridge",77087,2502,29.68631,-95.3034,18,4,3
"2503","4th & Frankford",79416,2503,33.60473,-101.97658,30,4,3
"2504","58th & Georgia",79110,2504,35.14946,-101.87109,30,4,3
"2505","59 & Fondren",77074,2505,29.68821,-95.51633,18,4,3
"2506","59 & Kirby",77098,2506,29.73482,-95.41526,18,4,3
"2507","59 & West Airport Drive-Thru Only",77477,2507,29.62625,-95.56718,18,4,3
"2508","59 and Little York Drive-Thru Only",77093,2508,29.8623,-95.34097,18,4,3
"2509","69th & Slide",79424,2509,33.46865,-101.93881,30,4,3
"2510","6th & Congress In-Line",78701,2510,30.27022,-97.74248,18,4,3
"2511","75 and Campbell",75080,2511,32.97382,-96.7416,17,4,3
"2512","82nd & Milwaukee",79424,2512,33.46865,-101.93881,30,4,3
"2513","82nd & University",79423,2513,33.43376,-101.84751,30,4,3
"2514","99 & Cypress Rosehill",77377,2514,30.06141,-95.67608,18,4,3
"2515","Abilene",79606,2515,32.35477,-99.83139,17,4,3
"2516","Abilene Christian University",79699,2516,32.46221,-99.71502,17,4,3
"2517","Abrams & LBJ",75243,2517,32.91232,-96.73633,17,4,3
"2518","Addison",75001,2518,32.96015,-96.83808,17,4,3
"2519","Aggieland",77840,2519,30.6115,-96.32332,18,4,3
"2520","Airway & Edgemere",79925,2520,31.79851,-106.36327,26,15,3
"2521","Alamo Ranch Marketplace",78253,2521,29.46899,-98.78885,18,4,3
"2522","Alden Bridge Village Center",77382,2522,30.19961,-95.5455,18,4,3
"2523","Alice [TX]",78332,2523,27.71671,-98.13208,18,4,3
"2524","Alliance Town Center",76177,2524,32.96999,-97.30611,17,4,3
"2525","Alon Town Center",78231,2525,29.57978,-98.54504,18,4,3
"2526","Altamesa and McCart",76133,2526,32.6538,-97.37746,17,4,3
"2527","Alvin (TX)",77511,2527,29.38638,-95.23769,18,4,3
"2528","Amarillo at Gem Lake Road",79106,2528,35.20369,-101.89178,30,4,3
"2529","Angelo State University",76909,2529,31.44135,-100.46624,30,4,3
"2530","Anna Town Center",75409,2530,33.35223,-96.52808,17,4,3
"2531","Argyle",76226,2531,33.10775,-97.17196,17,4,3
"2532","Augusta Woods & Kuykendahl",77375,2532,30.09393,-95.59095,18,4,3
"2533","Austin Highway",78209,2533,29.48899,-98.45675,18,4,3
"2534","Balcones Heights",78201,2534,29.46901,-98.52861,18,4,3
"2535","Bandera Road",78250,2535,29.50341,-98.66668,18,4,3
"2536","Barbers Hill",77523,2536,29.77598,-94.8632,18,4,3
"2537","Barton Creek Square Mall",78746,2537,30.29759,-97.81136,18,4,3
"2538","Bastrop",78602,2538,30.12735,-97.32801,18,4,3
"2539","Bay City [TX]",77414,2539,28.90601,-95.8935,18,4,3
"2540","Baybrook Mall",77546,2540,29.5132,-95.19352,18,4,3
"2541","Baylor University Medical Center",75246,2541,32.79296,-96.77322,17,4,3
"2542","Baylor University on 7th Street",76706,2542,31.465,-97.09131,17,4,3
"2543","Baylor University Student Union",76798,2543,31.54606,-97.12085,17,4,3
"2544","Baytown",77521,2544,29.81298,-94.96233,18,4,3
"2545","Bella Terra",77406,2545,29.64571,-95.79184,18,4,3
"2546","Bellmead",76705,2546,31.62448,-97.08814,17,4,3
"2547","Belterra Village",78737,2547,30.18935,-97.96059,18,4,3
"2548","Beltway 8 & Hammerly Blvd.",77043,2548,29.8112,-95.57981,18,4,3
"2549","Beltway 8 & Wallisville Road",77049,2549,29.83417,-95.14827,18,4,3
"2550","Beltway 8 at West Road",77064,2550,29.92279,-95.5467,18,4,3
"2551","Benbrook",76126,2551,32.64374,-97.51767,17,4,3
"2552","Big Spring [TX]",79720,2552,32.20171,-101.51395,30,4,3
"2553","Boca Chica",78521,2553,25.95109,-97.32078,18,4,3
"2554","Braker Lane",78759,2554,30.4027,-97.76093,18,4,3
"2555","Brenham [TX]",77833,2555,30.20842,-96.40797,18,4,3
"2556","Broad and 360",76063,2556,32.56913,-97.14376,17,4,3
"2557","Broadway Crossing",75703,2557,32.23825,-95.31947,17,4,3
"2558","Broadway Square Mall",75703,2558,32.23825,-95.31947,17,4,3
"2559","Brownwood [TX]",76801,2559,31.75471,-99.05462,17,4,3
"2560","Bryan",77802,2560,30.6609,-96.32233,18,4,3
"2561","Bryant Blvd. & 23rd St",76903,2561,31.48168,-100.43787,30,4,3
"2562","Burleson",76028,2562,32.52603,-97.30491,17,4,3
"2563","Calallen",78410,2563,27.83798,-97.59388,18,4,3
"2564","Camp Wisdom & 360",75052,2564,32.66455,-97.02809,17,4,3
"2565","Carrier Towne Crossing",75052,2565,32.66455,-97.02809,17,4,3
"2566","Cedar Hill",75104,2566,32.58295,-96.96712,17,4,3
"2567","Cedar Park",78613,2567,30.50683,-97.81939,18,4,3
"2568","Central & Southwestern",75206,2568,32.83161,-96.77032,17,4,3
"2569","Central Mall (TX)",75503,2569,33.51345,-94.13038,17,4,3
"2570","Centreport",76155,2570,32.82404,-97.04911,17,4,3
"2571","Chambers Town Center",77523,2571,29.77598,-94.8632,18,4,3
"2572","Champions Center",76177,2572,32.96999,-97.30611,17,4,3
"2573","Chisholm Trail Ranch",76123,2573,32.62298,-97.40262,17,4,3
"2574","Cibolo",78108,2574,29.57354,-98.22068,18,4,3
"2575","Cielo Vista Mall",79925,2575,31.79851,-106.36327,26,15,3
"2576","Cinco Ranch",77494,2576,29.74566,-95.82302,18,4,3
"2577","City Base Landing",78223,2577,29.31102,-98.38675,18,4,3
"2578","CityLine",75082,2578,32.99208,-96.66536,17,4,3
"2579","Cityview",76132,2579,32.66743,-97.41827,17,4,3
"2580","Cleburne [TX]",76033,2580,32.28663,-97.52075,17,4,3
"2581","Cockrell Hill Drive-Thru Only",75211,2581,32.73649,-96.90214,17,4,3
"2582","Coit & Spring Creek",75023,2582,33.05657,-96.73286,17,4,3
"2583","College Street",77701,2583,30.07321,-94.10579,18,4,3
"2584","Colleyville Blvd & Main",76034,2584,32.89121,-97.1488,17,4,3
"2585","Cook Children's Medical Center",76104,2585,32.72848,-97.31819,17,4,3
"2586","Copperas Cove",76522,2586,31.21577,-97.97215,18,4,3
"2587","Copperfield",77095,2587,29.90834,-95.65492,18,4,3
"2588","Corsicana [TX]",75110,2588,32.08071,-96.52344,17,4,3
"2589","Creekview Drive",76711,2589,31.51422,-97.15374,17,4,3
"2590","Crosby",77532,2590,29.93177,-95.05602,18,4,3
"2591","Cross Roads",76227,2591,33.27465,-96.99075,17,4,3
"2592","Custer & 121",75070,2592,33.15587,-96.69742,17,4,3
"2593","Cypress Towne Lake",77433,2593,29.9492,-95.73979,18,4,3
"2594","Dallas Baptist University",75211,2594,32.73649,-96.90214,17,4,3
"2595","Dallas Love Field",75235,2595,32.83219,-96.84798,17,4,3
"2596","Dallas/Fort Worth Intl Airport (DFW) - Terminal C",75261,2596,32.88568,-97.05419,17,4,3
"2597","Dallas/Fort Worth Intl Airport (DFW) - Terminal E",75261,2597,32.88568,-97.05419,17,4,3
"2598","Dallas/Fort Worth Intl Airport (DFW) -Terminal D",75261,2598,32.88568,-97.05419,17,4,3
"2599","Debbie Ln & Matlock Rd",76063,2599,32.56913,-97.14376,17,4,3
"2600","Deer Park",77571,2600,29.69287,-95.06012,18,4,3
"2601","Deerbrook Mall",77338,2601,30.00858,-95.28351,18,4,3
"2602","Del Rio",78840,2602,29.74499,-100.92362,30,4,3
"2603","Denison [TX]",75020,2603,33.77264,-96.60391,17,4,3
"2604","Denton Towne Crossing",76205,2604,33.19074,-97.12894,17,4,3
"2605","Desert Blvd.",79912,2605,31.84839,-106.53272,26,15,3
"2606","DeSoto",75115,2606,32.59831,-96.86433,17,4,3
"2607","DeZavala Road",78249,2607,29.56752,-98.614,18,4,3
"2608","Dixieland Road (TX)",78552,2608,26.19664,-97.75083,18,4,3
"2609","Donna",78537,2609,26.17322,-98.05744,18,4,3
"2610","Dowlen Road",77706,2610,30.10049,-94.16717,18,4,3
"2611","Eagle Pass",78852,2611,28.82698,-100.31543,18,4,3
"2612","East Alief",77072,2612,29.70006,-95.58539,18,4,3
"2613","East Longview",75605,2613,32.58385,-94.71554,17,4,3
"2614","East Pearland",77581,2614,29.5624,-95.27982,18,4,3
"2615","East Texas Baptist University",75670,2615,32.56456,-94.42326,17,4,3
"2616","Edinburg",78539,2616,26.28,-98.18311,18,4,3
"2617","El Dorado Boulevard",77598,2617,29.53766,-95.13714,18,4,3
"2618","Eldorado & Ridge",75070,2618,33.15587,-96.69742,17,4,3
"2619","Eldorado & Tollway",75033,2619,33.18471,-96.84404,17,4,3
"2620","Elm St In-Line",75202,2620,32.77843,-96.8037,17,4,3
"2621","Elyson",77493,2621,29.85193,-95.83025,18,4,3
"2622","Ennis",75119,2622,32.32293,-96.59107,17,4,3
"2623","Everhart",78411,2623,27.7293,-97.38504,18,4,3
"2624","ExxonMobil",77389,2624,30.11509,-95.50752,18,4,3
"2625","Fairfield Towne Center",77433,2625,29.9492,-95.73979,18,4,3
"2626","Fairmont Parkway",77505,2626,29.64895,-95.14284,18,4,3
"2627","First Colony Mall",77479,2627,29.56503,-95.6346,18,4,3
"2628","Flour Bluff",78418,2628,27.52732,-97.29313,18,4,3
"2629","FM 620 North",78717,2629,30.48988,-97.75393,18,4,3
"2630","Forney",75126,2630,32.74361,-96.45289,17,4,3
"2631","Fort Bend Town Center",77459,2631,29.52691,-95.53407,18,4,3
"2632","Forum Shopping Center",78154,2632,29.54774,-98.26574,18,4,3
"2633","Founders Square",75022,2633,33.02554,-97.11871,17,4,3
"2634","Four Points",78726,2634,30.42898,-97.84254,18,4,3
"2635","Frankford Road",75287,2635,33.00015,-96.84075,17,4,3
"2636","Franklin Avenue",76710,2636,31.5387,-97.19554,17,4,3
"2637","Fredericksburg (TX)",78624,2637,30.29227,-98.87141,18,4,3
"2638","Friendswood (TX)",77546,2638,29.5132,-95.19352,18,4,3
"2639","Frisco Lakes",75036,2639,33.13339,-96.91453,17,4,3
"2640","Fry Road",77433,2640,29.9492,-95.73979,18,4,3
"2641","Gainesville (TX)",76240,2641,33.65654,-97.17766,17,4,3
"2642","Galleria I",77056,2642,29.74849,-95.46806,18,4,3
"2643","Gates Of Prosper",75078,2643,33.24526,-96.80791,17,4,3
"2644","Georgetown",78628,2644,30.63981,-97.74636,18,4,3
"2645","Georgia Street",79109,2645,35.1665,-101.88633,30,4,3
"2646","Gleannloch Village",77379,2646,30.03966,-95.53305,18,4,3
"2647","Granbury",76048,2647,32.40791,-97.80117,17,4,3
"2648","Grand Parkway North",77386,2648,30.10153,-95.3561,18,4,3
"2649","Grapevine Mills",76051,2649,32.94192,-97.07888,17,4,3
"2650","Great Oaks",78681,2650,30.5355,-97.71981,18,4,3
"2651","Greatwood",77479,2651,29.56503,-95.6346,18,4,3
"2652","Greenville In-Line DT",75402,2652,33.06724,-96.08576,17,4,3
"2653","Groves [TX]",77619,2653,29.94549,-93.9165,18,4,3
"2654","Hampton & I-20",75237,2654,32.66489,-96.87238,17,4,3
"2655","Harker Heights (TX)",76548,2655,31.05299,-97.64613,18,4,3
"2656","Harry Hines & Medical District",75235,2656,32.83219,-96.84798,17,4,3
"2657","Hawks Creek",76114,2657,32.77365,-97.40417,17,4,3
"2658","Heights Corner",76107,2658,32.74176,-97.38202,17,4,3
"2659","Henderson [TX]",75654,2659,32.08299,-94.82961,17,4,3
"2660","Hendrick Medical Center",79601,2660,32.57226,-99.64921,17,4,3
"2661","Heritage Towne Crossing",76039,2661,32.8592,-97.08422,17,4,3
"2662","Hickory Creek",75065,2662,33.11108,-97.01277,17,4,3
"2663","Highland Lakes",78654,2663,30.57112,-98.20982,18,4,3
"2664","Highland Meadows",75218,2664,32.84136,-96.70357,17,4,3
"2665","Highlands Village Shopping Center",75703,2665,32.23825,-95.31947,17,4,3
"2666","Hillcrest & University In-Line",75205,2666,32.83657,-96.79617,17,4,3
"2667","Holcombe & Buffalo Speedway",77025,2667,29.68584,-95.43512,18,4,3
"2668","Houston Center",77010,2668,29.75368,-95.35987,18,4,3
"2669","Houston Christian University",77074,2669,29.68821,-95.51633,18,4,3
"2670","Houston George Bush Inter'l Airport - Terminal A",77032,2670,29.96523,-95.34004,18,4,3
"2671","Hudson Oaks",76087,2671,32.66995,-97.79065,17,4,3
"2672","Huebner & Babcock",78240,2672,29.5244,-98.60813,18,4,3
"2673","Hulen Mall",76132,2673,32.66743,-97.41827,17,4,3
"2674","Humble",77338,2674,30.00858,-95.28351,18,4,3
"2675","Huntsville (TX)",77340,2675,30.64601,-95.53441,18,4,3
"2676","Hutto",78634,2676,30.56,-97.54404,18,4,3
"2677","Hwy 151 & Military",78251,2677,29.46292,-98.67763,18,4,3
"2678","Hwy 183 & Central",76021,2678,32.8523,-97.13128,17,4,3
"2679","Hwy 191 at Faudree Road",79765,2679,31.92205,-102.29878,30,4,3
"2680","Hwy 211 & Potranco",78245,2680,29.40106,-98.73549,18,4,3
"2681","Hwy 26 at Precinct Line",76054,2681,32.85904,-97.17789,17,4,3
"2682","Hwy 380 & 75",75071,2682,33.24558,-96.62951,17,4,3
"2683","Hwy 66 & Dalrock Rd",75088,2683,32.89368,-96.53929,17,4,3
"2684","Hwy 67 & Wintergreen",75137,2684,32.63421,-96.91224,17,4,3
"2685","Hwy. 249 at West Road",77086,2685,29.9186,-95.49064,18,4,3
"2686","Hwy. 287 & Sublett",76017,2686,32.66223,-97.16237,17,4,3
"2687","Hwy. 290 & Jones Road",77040,2687,29.87539,-95.52861,18,4,3
"2688","Hwy. 6 & Bellaire",77083,2688,29.69316,-95.64858,18,4,3
"2689","Hwy. 6 at West Little York",77084,2689,29.82698,-95.6612,18,4,3
"2690","Hwy. 96 & South Shore Blvd.",77573,2690,29.50213,-95.08636,18,4,3
"2691","I-10 and Silber Road",77024,2691,29.77073,-95.50869,18,4,3
"2692","I-10 and Uvalde",77015,2692,29.76485,-95.17216,18,4,3
"2693","I-10 at John Martin Rd",77521,2693,29.81298,-94.96233,18,4,3
"2694","I-20 and Little Road",76016,2694,32.68907,-97.18868,17,4,3
"2695","I-35 at Aquarena Springs",78666,2695,29.8826,-97.97974,18,4,3
"2696","I-35 at Wonder World Dr.",78666,2696,29.8826,-97.97974,18,4,3
"2697","I-35/Ben White",78704,2697,30.24298,-97.76537,18,4,3
"2698","I-35/Parmer Lane",78753,2698,30.38353,-97.67335,18,4,3
"2699","I-410 & Rigsby Ave",78220,2699,29.41308,-98.40152,18,4,3
"2700","I-45 & Almeda",77075,2700,29.62119,-95.26749,18,4,3
"2701","I-635 and MacArthur",75063,2701,32.90797,-96.9961,17,4,3
"2702","I-820 and Clifford",76108,2702,32.77943,-97.51811,17,4,3
"2703","Ingram Park",78238,2703,29.47088,-98.61925,18,4,3
"2704","Ingram Park Mall (Inside)",78238,2704,29.47088,-98.61925,18,4,3
"2705","Inwood Road",75244,2705,32.92544,-96.83671,17,4,3
"2706","Jacksonville [TX]",75766,2706,31.94592,-95.25181,17,4,3
"2707","Jones Crossing",77845,2707,30.56212,-96.27607,18,4,3
"2708","Justin Road",75028,2708,33.03382,-97.0629,17,4,3
"2709","Katy Green",77094,2709,29.7738,-95.69955,18,4,3
"2710","Katy Mills",77494,2710,29.74566,-95.82302,18,4,3
"2711","Keller",76248,2711,32.92988,-97.22972,17,4,3
"2712","Kemah",77565,2712,29.53925,-95.03229,18,4,3
"2713","Kerrville",78028,2713,30.04115,-99.16276,18,4,3
"2714","Kilgore [TX]",75662,2714,32.38076,-94.87503,17,4,3
"2715","Killeen",76541,2715,31.11447,-97.72922,18,4,3
"2716","Kingsville [TX]",78363,2716,27.43836,-97.85532,18,4,3
"2717","Kingwood",77345,2717,30.05392,-95.15884,18,4,3
"2718","Knickerbocker",76904,2718,31.28844,-100.41695,30,4,3
"2719","Kyle",78640,2719,29.99619,-97.82355,18,4,3
"2720","Kyle Crossing",78640,2720,29.99619,-97.82355,18,4,3
"2721","La Palmera Mall",78411,2721,27.7293,-97.38504,18,4,3
"2722","La Plaza & South 10th Street",78503,2722,26.16229,-98.25132,18,4,3
"2723","Lake Conroe Parkway",77304,2723,30.33097,-95.51538,18,4,3
"2724","Lake Forest Dr & Hwy 380",75071,2724,33.24558,-96.62951,17,4,3
"2725","Lake Highlands In-Line DT",75231,2725,32.87695,-96.74967,17,4,3
"2726","Lake Houston",77346,2726,29.99027,-95.17777,18,4,3
"2727","Lake Jackson",77566,2727,29.04971,-95.47511,18,4,3
"2728","Lake Travis",78738,2728,30.30668,-97.99002,18,4,3
"2729","Lake Woodlands Drive",77380,2729,30.1365,-95.46863,18,4,3
"2730","Lake Worth (TX)",76135,2730,32.83708,-97.46621,17,4,3
"2731","Lamar University",77708,2731,30.14747,-94.15128,18,4,3
"2732","Laredo",78041,2732,27.55489,-99.46889,18,4,3
"2733","Las Colinas",75038,2733,32.87231,-96.97946,17,4,3
"2734","LBJ & Midway",75244,2734,32.92544,-96.83671,17,4,3
"2735","League City Towne Center",77539,2735,29.45578,-95.02723,18,4,3
"2736","Leander",78641,2736,30.55851,-97.91473,18,4,3
"2737","Lebanon & Tollway",75034,2737,33.12084,-96.83778,17,4,3
"2738","Leon Springs",78257,2738,29.64373,-98.57713,18,4,3
"2739","Lindale (TX)",75706,2739,32.46822,-95.30402,17,4,3
"2740","Livingston [TX]",77351,2740,30.70411,-94.81682,18,4,3
"2741","Lockheed Martin",76108,2741,32.77943,-97.51811,17,4,3
"2742","Longview Mall",75605,2742,32.58385,-94.71554,17,4,3
"2743","Loop 336 & N Frazier St.",77301,2743,30.30897,-95.43281,18,4,3
"2744","Loop 410 & Evers Rd",78238,2744,29.47088,-98.61925,18,4,3
"2745","Louetta Crossing",77373,2745,30.06143,-95.38423,18,4,3
"2746","Louis Henna Blvd Drive-Thru Only",78664,2746,30.50461,-97.64583,18,4,3
"2747","Love Field",75235,2747,32.83219,-96.84798,17,4,3
"2748","Magnolia",77354,2748,30.21113,-95.65003,18,4,3
"2749","Main & Houston In-Line DT",78205,2749,29.42364,-98.48647,18,4,3
"2750","Main & Kirby",77025,2750,29.68584,-95.43512,18,4,3
"2751","Main Street",75067,2751,33.01416,-97.00268,17,4,3
"2752","Mall Del Norte",78041,2752,27.55489,-99.46889,18,4,3
"2753","Manor",78653,2753,30.33783,-97.52006,18,4,3
"2754","Mansfield",76063,2754,32.56913,-97.14376,17,4,3
"2755","Marbach at 410",78227,2755,29.39654,-98.64019,18,4,3
"2756","Market at Springwoods Village",77389,2756,30.11509,-95.50752,18,4,3
"2757","Marketplace at Bob Bullock",78043,2757,27.54037,-99.27447,18,4,3
"2758","Marshall",75670,2758,32.56456,-94.42326,17,4,3
"2759","Martin Luther King Drive-Thru Only",78701,2759,30.27022,-97.74248,18,4,3
"2760","Mason Road",77450,2760,29.74753,-95.73696,18,4,3
"2761","McCreless Marketplace",78223,2761,29.31102,-98.38675,18,4,3
"2762","Medical Center",78229,2762,29.5056,-98.57261,18,4,3
"2763","Memorial & Dairy Ashford",77079,2763,29.77632,-95.6037,18,4,3
"2764","Memorial City Mall",77024,2764,29.77073,-95.50869,18,4,3
"2765","Mercedes [TX]",78570,2765,26.17149,-97.9112,18,4,3
"2766","Mesa Street & Remcon Circle",79912,2766,31.84839,-106.53272,26,15,3
"2767","Mesquite",75150,2767,32.81545,-96.6308,17,4,3
"2768","Meyer Park Center",77096,2768,29.67464,-95.47965,18,4,3
"2769","Meyerland Plaza",77096,2769,29.67464,-95.47965,18,4,3
"2770","Mid-County",77640,2770,29.88021,-93.94152,18,4,3
"2771","Midland Drive",79707,2771,32.03304,-102.21189,30,4,3
"2772","Midland Park Mall",79705,2772,32.09619,-102.0508,30,4,3
"2773","Midlothian",76065,2773,32.47042,-96.98861,17,4,3
"2774","Midwestern State University",76308,2774,33.85684,-98.5378,17,4,3
"2775","Missouri City",77459,2775,29.52691,-95.53407,18,4,3
"2776","Montana Avenue at Joe Battle Blvd.",79938,2776,31.85764,-106.03895,26,15,3
"2777","Montgomery Plaza",76107,2777,32.74176,-97.38202,17,4,3
"2778","Morrison Road",78520,2778,25.96564,-97.55103,18,4,3
"2779","Morton Ranch",77449,2779,29.83674,-95.73547,18,4,3
"2780","Murphy",75094,2780,33.01871,-96.61481,17,4,3
"2781","N. Loop 610 & Shepherd",77008,2781,29.79856,-95.41766,18,4,3
"2782","N. Tarrant Pkwy & Davis Blvd.",76182,2782,32.88257,-97.20969,17,4,3
"2783","Nacogdoches",75965,2783,31.7284,-94.62629,18,4,3
"2784","Nassau Bay",77058,2784,29.56297,-95.09303,18,4,3
"2785","North 31st Street",76504,2785,31.14135,-97.37748,17,4,3
"2786","North Abilene",79601,2786,32.57226,-99.64921,17,4,3
"2787","North Beltline Road",75062,2787,32.847,-96.95813,17,4,3
"2788","North Collins Street",76011,2788,32.7543,-97.08223,17,4,3
"2789","North East Mall",76053,2789,32.81683,-97.17898,17,4,3
"2790","North Garland Crossing",75044,2790,32.96299,-96.6531,17,4,3
"2791","North Hills Crossing",79924,2791,31.90224,-106.41355,26,15,3
"2792","North Laredo",78045,2792,27.83197,-99.65963,18,4,3
"2793","North Mopac & Parmer Lane",78758,2793,30.38768,-97.70665,18,4,3
"2794","North Rockwall",75087,2794,32.94581,-96.44136,17,4,3
"2795","North Star Mall",78216,2795,29.53641,-98.48999,18,4,3
"2796","NorthPark Center",75225,2796,32.86511,-96.79109,17,4,3
"2797","Northpark Drive",77339,2797,30.04788,-95.22139,18,4,3
"2798","Northway Center",77092,2798,29.83153,-95.47521,18,4,3
"2799","Northwest Crossing",77040,2799,29.87539,-95.52861,18,4,3
"2800","Northwoods",78232,2800,29.58792,-98.47503,18,4,3
"2801","NW Highway",75220,2801,32.86692,-96.87571,17,4,3
"2802","One Allen Center",77002,2802,29.75635,-95.36538,18,4,3
"2803","Orange",77630,2803,30.06534,-93.86844,18,4,3
"2804","Palestine [TX]",75801,2804,31.74004,-95.55116,17,4,3
"2805","Palm Valley Blvd",78665,2805,30.55038,-97.63681,18,4,3
"2806","Palmhurst",78573,2806,26.29745,-98.30242,18,4,3
"2807","Paris [TX]",75460,2807,33.6627,-95.60296,17,4,3
"2808","Park & Preston",75093,2808,33.03521,-96.80943,17,4,3
"2809","Park Boulevard & Plano Parkway",75093,2809,33.03521,-96.80943,17,4,3
"2810","Parkway Village",77077,2810,29.75375,-95.64189,18,4,3
"2811","Parmer & Dessau",78754,2811,30.35633,-97.63925,18,4,3
"2812","Pavilions North",78216,2812,29.53641,-98.48999,18,4,3
"2813","Pearland",77584,2813,29.54577,-95.35013,18,4,3
"2814","Penitas [TX]",78576,2814,26.32584,-98.46799,18,4,3
"2815","Pennzoil Place",77002,2815,29.75635,-95.36538,18,4,3
"2816","Pflugerville",78660,2816,30.44361,-97.59558,18,4,3
"2817","Pharr",78577,2817,26.1665,-98.19082,18,4,3
"2818","Pioneer Parkway",75051,2818,32.72635,-96.99375,17,4,3
"2819","Pipeline Road at Loop 820",76053,2819,32.81683,-97.17898,17,4,3
"2820","Plano Parkway",75075,2820,33.02163,-96.74043,17,4,3
"2821","Pleasure Pier",77550,2821,29.31021,-94.77706,18,4,3
"2822","Portland (TX)",78374,2822,27.88849,-97.29366,18,4,3
"2823","Potranco Road",78251,2823,29.46292,-98.67763,18,4,3
"2824","Prairie View A&M University",77446,2824,30.0871,-95.9895,18,4,3
"2825","Presidio Towne Crossing",76177,2825,32.96999,-97.30611,17,4,3
"2826","Preston & Beltline",75254,2826,32.94571,-96.80127,17,4,3
"2827","Preston Road & Hwy 121",75024,2827,33.07712,-96.80826,17,4,3
"2828","Preston Road and Gary Burns",75034,2828,33.12084,-96.83778,17,4,3
"2829","Prestonwood",75248,2829,32.96957,-96.79542,17,4,3
"2830","Raider Park",79415,2830,33.69863,-101.90497,30,4,3
"2831","Rankin Hwy & Wolcott Ave",79701,2831,31.99239,-102.08105,30,4,3
"2832","Rayzor Ranch",76201,2832,33.22122,-97.14715,17,4,3
"2833","Red Oak",75154,2833,32.52319,-96.80885,17,4,3
"2834","RedBird",75237,2834,32.66489,-96.87238,17,4,3
"2835","Richardson",75081,2835,32.94969,-96.70899,17,4,3
"2836","Richland Mall",76710,2836,31.5387,-97.19554,17,4,3
"2837","Ridge Road",75032,2837,32.85756,-96.42858,17,4,3
"2838","Rio Grande City [TX]",78582,2838,26.53937,-98.73985,18,4,3
"2839","Roanoke",76262,2839,33.01137,-97.22101,17,4,3
"2840","Rojas",79936,2840,31.77373,-106.29631,26,15,3
"2841","Rolling Oaks Mall",78247,2841,29.58005,-98.41196,18,4,3
"2842","Rosenberg",77471,2842,29.55159,-95.86785,18,4,3
"2843","Rowlett",75088,2843,32.89368,-96.53929,17,4,3
"2844","Ruben Torres",78526,2844,25.99587,-97.44991,18,4,3
"2845","Rufe Snow",76180,2845,32.83994,-97.22468,17,4,3
"2846","S. Rice and Westpark",77081,2846,29.71219,-95.48026,18,4,3
"2847","Saginaw",76179,2847,32.91397,-97.43947,17,4,3
"2848","Sam Houston State University",77340,2848,30.64601,-95.53441,18,4,3
"2849","Saratoga",78414,2849,27.65992,-97.369,18,4,3
"2850","Sawdust Road",77380,2850,30.1365,-95.46863,18,4,3
"2851","Sawyer Heights",77007,2851,29.77152,-95.40919,18,4,3
"2852","Schertz",78154,2852,29.54774,-98.26574,18,4,3
"2853","Seagoville",75159,2853,32.60652,-96.53939,17,4,3
"2854","Seguin Road",78244,2854,29.47702,-98.35075,18,4,3
"2855","Shadow Creek Ranch",77584,2855,29.54577,-95.35013,18,4,3
"2856","Sharyland Towne Crossing",78572,2856,26.19848,-98.35633,18,4,3
"2857","Sherman (TX)",75090,2857,33.6054,-96.54657,17,4,3
"2858","Sherwood Way",76901,2858,31.52352,-100.63993,30,4,3
"2859","Sienna Crossing",77459,2859,29.52691,-95.53407,18,4,3
"2860","Singing Hills",78070,2860,29.89291,-98.40732,18,4,3
"2861","South 31st Street",76502,2861,31.09388,-97.41082,17,4,3
"2862","South Burleson",76028,2862,32.52603,-97.30491,17,4,3
"2863","South College Station",77845,2863,30.56212,-96.27607,18,4,3
"2864","South Cooper Street",76017,2864,32.66223,-97.16237,17,4,3
"2865","South Coulter Street",79119,2865,35.10876,-102.01968,30,4,3
"2866","South Loop Crossing",75901,2866,31.30264,-94.65481,18,4,3
"2867","South Mopac at US Hwy 290 West",78735,2867,30.26634,-97.86775,18,4,3
"2868","South Park Mall (TX)",78224,2868,29.30831,-98.53751,18,4,3
"2869","South Plains Mall",79414,2869,33.54862,-101.91943,30,4,3
"2870","Southern Methodist University (SMU)",75270,2870,32.78126,-96.80192,17,4,3
"2871","Southlake",76092,2871,32.95562,-97.14879,17,4,3
"2872","Southpark Meadows",78748,2872,30.16144,-97.8227,18,4,3
"2873","Southwest Military",78224,2873,29.30831,-98.53751,18,4,3
"2874","Southwest Pkwy [TX]",76308,2874,33.85684,-98.5378,17,4,3
"2875","Spanish Village",75248,2875,32.96957,-96.79542,17,4,3
"2876","Spencer Hwy & Burke Rd",77504,2876,29.64766,-95.19007,18,4,3
"2877","Spring Creek & Hwy. 121",75024,2877,33.07712,-96.80826,17,4,3
"2878","Spring Cypress & Grant Road",77429,2878,29.99068,-95.65808,18,4,3
"2879","St. Mary's University",78228,2879,29.46072,-98.57201,18,4,3
"2880","Stacy Road",75002,2880,33.08946,-96.60639,17,4,3
"2881","Staples and McArdle",78411,2881,27.7293,-97.38504,18,4,3
"2882","Stephen F. Austin University",75962,2882,31.61981,-94.6484,18,4,3
"2883","Stephenville [TX]",76401,2883,32.27918,-98.19994,17,4,3
